"","Kod","Nazwa","rok","Mediana_cen_za_1_m2_lokali_mieszkalnych_sprzedanych_w_ramach_transakcji_rynkowych_rynek_pierwotny_od_60_do_80_m2_zl"
"16884",1427000,"Powiat sierpecki",2019,NA
"16885",1428000,"Powiat sochaczewski",2019,NA
"16886",1429000,"Powiat sokołowski",2019,NA
"16887",1430000,"Powiat szydłowiecki",2019,NA
"16888",1432000,"Powiat warszawski zachodni",2019,NA
"16889",1433000,"Powiat węgrowski",2019,NA
"16890",1434000,"Powiat wołomiński",2019,NA
"16891",1435000,"Powiat wyszkowski",2019,NA
"16892",1436000,"Powiat zwoleński",2019,NA
"16893",1437000,"Powiat żuromiński",2019,NA
"16894",1438000,"Powiat żyrardowski",2019,NA
"16895",1461000,"Powiat m.Ostrołęka",2019,NA
"16896",1462000,"Powiat m.Płock",2019,NA
"16897",1463000,"Powiat m.Radom",2019,NA
"16898",1464000,"Powiat m.Siedlce",2019,NA
"16899",1465000,"Powiat m. st. Warszawa",2019,NA
"16900",1601000,"Powiat brzeski",2019,NA
"16901",1602000,"Powiat głubczycki",2019,NA
"16902",1603000,"Powiat kędzierzyńsko-kozielski",2019,NA
"16903",1604000,"Powiat kluczborski",2019,NA
"16904",1605000,"Powiat krapkowicki",2019,NA
"16905",1606000,"Powiat namysłowski",2019,NA
"16906",1607000,"Powiat nyski",2019,NA
"16907",1608000,"Powiat oleski",2019,NA
"16908",1609000,"Powiat opolski",2019,NA
"16909",1610000,"Powiat prudnicki",2019,NA
"16910",1611000,"Powiat strzelecki",2019,NA
"16911",1661000,"Powiat m.Opole",2019,NA
"16912",1801000,"Powiat bieszczadzki",2019,NA
"16913",1802000,"Powiat brzozowski",2019,NA
"16914",1803000,"Powiat dębicki",2019,NA
"16915",1804000,"Powiat jarosławski",2019,NA
"16916",1805000,"Powiat jasielski",2019,NA
"16917",1806000,"Powiat kolbuszowski",2019,NA
"16918",1807000,"Powiat krośnieński",2019,NA
"16919",1808000,"Powiat leżajski",2019,NA
"16920",1809000,"Powiat lubaczowski",2019,NA
"16921",1810000,"Powiat łańcucki",2019,NA
"16922",1811000,"Powiat mielecki",2019,NA
"16923",1812000,"Powiat niżański",2019,NA
"16924",1813000,"Powiat przemyski",2019,NA
"16925",1814000,"Powiat przeworski",2019,NA
"16926",1815000,"Powiat ropczycko-sędziszowski",2019,NA
"16927",1816000,"Powiat rzeszowski",2019,NA
"16928",1817000,"Powiat sanocki",2019,NA
"16929",1818000,"Powiat stalowowolski",2019,NA
"16930",1819000,"Powiat strzyżowski",2019,NA
"16931",1820000,"Powiat tarnobrzeski",2019,NA
"16932",1821000,"Powiat leski",2019,NA
"16933",1861000,"Powiat m.Krosno",2019,NA
"16934",1862000,"Powiat m.Przemyśl",2019,NA
"16935",1863000,"Powiat m.Rzeszów",2019,NA
"16936",1864000,"Powiat m.Tarnobrzeg",2019,NA
"16937",2001000,"Powiat augustowski",2019,NA
"16938",2002000,"Powiat białostocki",2019,NA
"16939",2003000,"Powiat bielski",2019,NA
"16940",2004000,"Powiat grajewski",2019,NA
"16941",2005000,"Powiat hajnowski",2019,NA
"16942",2006000,"Powiat kolneński",2019,NA
"16943",2007000,"Powiat łomżyński",2019,NA
"16944",2008000,"Powiat moniecki",2019,NA
"16945",2009000,"Powiat sejneński",2019,NA
"16946",2010000,"Powiat siemiatycki",2019,NA
"16947",2011000,"Powiat sokólski",2019,NA
"16948",2012000,"Powiat suwalski",2019,NA
"16949",2013000,"Powiat wysokomazowiecki",2019,NA
"16950",2014000,"Powiat zambrowski",2019,NA
"16951",2061000,"Powiat m.Białystok",2019,NA
"16952",2062000,"Powiat m.Łomża",2019,NA
"16953",2063000,"Powiat m.Suwałki",2019,NA
"16954",2201000,"Powiat bytowski",2019,NA
"16955",2202000,"Powiat chojnicki",2019,NA
"16956",2203000,"Powiat człuchowski",2019,NA
"16957",2204000,"Powiat gdański",2019,NA
"16958",2205000,"Powiat kartuski",2019,NA
"16959",2206000,"Powiat kościerski",2019,NA
"16960",2207000,"Powiat kwidzyński",2019,NA
"16961",2208000,"Powiat lęborski",2019,NA
"16962",2209000,"Powiat malborski",2019,NA
"16963",2210000,"Powiat nowodworski",2019,NA
"16964",2211000,"Powiat pucki",2019,NA
"16965",2212000,"Powiat słupski",2019,NA
"16966",2213000,"Powiat starogardzki",2019,NA
"16967",2214000,"Powiat tczewski",2019,NA
"16968",2215000,"Powiat wejherowski",2019,NA
"16969",2216000,"Powiat sztumski",2019,NA
"16970",2261000,"Powiat m.Gdańsk",2019,NA
"16971",2262000,"Powiat m.Gdynia",2019,NA
"16972",2263000,"Powiat m.Słupsk",2019,NA
"16973",2264000,"Powiat m.Sopot",2019,NA
"16974",2401000,"Powiat będziński",2019,NA
"16975",2402000,"Powiat bielski",2019,NA
"16976",2403000,"Powiat cieszyński",2019,NA
"16977",2404000,"Powiat częstochowski",2019,NA
"16978",2405000,"Powiat gliwicki",2019,NA
"16979",2406000,"Powiat kłobucki",2019,NA
"16980",2407000,"Powiat lubliniecki",2019,NA
"16981",2408000,"Powiat mikołowski",2019,NA
"16982",2409000,"Powiat myszkowski",2019,NA
"16983",2410000,"Powiat pszczyński",2019,NA
"16984",2411000,"Powiat raciborski",2019,NA
"16985",2412000,"Powiat rybnicki",2019,NA
"16986",2413000,"Powiat tarnogórski",2019,NA
"16987",2414000,"Powiat bieruńsko-lędziński",2019,NA
"16988",2415000,"Powiat wodzisławski",2019,NA
"16989",2416000,"Powiat zawierciański",2019,NA
"16990",2417000,"Powiat żywiecki",2019,NA
"16991",2461000,"Powiat m.Bielsko-Biała",2019,NA
"16992",2462000,"Powiat m.Bytom",2019,NA
"16993",2463000,"Powiat m.Chorzów",2019,NA
"16994",2464000,"Powiat m.Częstochowa",2019,NA
"16995",2465000,"Powiat m.Dąbrowa Górnicza",2019,NA
"16996",2466000,"Powiat m.Gliwice",2019,NA
"16997",2467000,"Powiat m.Jastrzębie-Zdrój",2019,NA
"16998",2468000,"Powiat m.Jaworzno",2019,NA
"16999",2469000,"Powiat m.Katowice",2019,NA
"17000",2470000,"Powiat m.Mysłowice",2019,NA
"17001",2471000,"Powiat m.Piekary Śląskie",2019,NA
"17002",2472000,"Powiat m.Ruda Śląska",2019,NA
"17003",2473000,"Powiat m.Rybnik",2019,NA
"17004",2474000,"Powiat m.Siemianowice Śląskie",2019,NA
"17005",2475000,"Powiat m.Sosnowiec",2019,NA
"17006",2476000,"Powiat m.Świętochłowice",2019,NA
"17007",2477000,"Powiat m.Tychy",2019,NA
"17008",2478000,"Powiat m.Zabrze",2019,NA
"17009",2479000,"Powiat m.Żory",2019,NA
"17010",2601000,"Powiat buski",2019,NA
"17011",2602000,"Powiat jędrzejowski",2019,NA
"17012",2603000,"Powiat kazimierski",2019,NA
"17013",2604000,"Powiat kielecki",2019,NA
"17014",2605000,"Powiat konecki",2019,NA
"17015",2606000,"Powiat opatowski",2019,NA
"17016",2607000,"Powiat ostrowiecki",2019,NA
"17017",2608000,"Powiat pińczowski",2019,NA
"17018",2609000,"Powiat sandomierski",2019,NA
"17019",2610000,"Powiat skarżyski",2019,NA
"17020",2611000,"Powiat starachowicki",2019,NA
"17021",2612000,"Powiat staszowski",2019,NA
"17022",2613000,"Powiat włoszczowski",2019,NA
"17023",2661000,"Powiat m.Kielce",2019,NA
"17024",2801000,"Powiat bartoszycki",2019,NA
"17025",2802000,"Powiat braniewski",2019,NA
"17026",2803000,"Powiat działdowski",2019,NA
"17027",2804000,"Powiat elbląski",2019,NA
"17028",2805000,"Powiat ełcki",2019,NA
"17029",2806000,"Powiat giżycki",2019,NA
"17030",2807000,"Powiat iławski",2019,NA
"17031",2808000,"Powiat kętrzyński",2019,NA
"17032",2809000,"Powiat lidzbarski",2019,NA
"17033",2810000,"Powiat mrągowski",2019,NA
"17034",2811000,"Powiat nidzicki",2019,NA
"17035",2812000,"Powiat nowomiejski",2019,NA
"17036",2813000,"Powiat olecki",2019,NA
"17037",2814000,"Powiat olsztyński",2019,NA
"17038",2815000,"Powiat ostródzki",2019,NA
"17039",2816000,"Powiat piski",2019,NA
"17040",2817000,"Powiat szczycieński",2019,NA
"17041",2818000,"Powiat gołdapski",2019,NA
"17042",2819000,"Powiat węgorzewski",2019,NA
"17043",2861000,"Powiat m.Elbląg",2019,NA
"17044",2862000,"Powiat m.Olsztyn",2019,NA
"17045",3001000,"Powiat chodzieski",2019,NA
"17046",3002000,"Powiat czarnkowsko-trzcianecki",2019,NA
"17047",3003000,"Powiat gnieźnieński",2019,NA
"17048",3004000,"Powiat gostyński",2019,NA
"17049",3005000,"Powiat grodziski",2019,NA
"17050",3006000,"Powiat jarociński",2019,NA
"17051",3007000,"Powiat kaliski",2019,NA
"17052",3008000,"Powiat kępiński",2019,NA
"17053",3009000,"Powiat kolski",2019,NA
"17054",3010000,"Powiat koniński",2019,NA
"17055",3011000,"Powiat kościański",2019,NA
"17056",3012000,"Powiat krotoszyński",2019,NA
"17057",3013000,"Powiat leszczyński",2019,NA
"17058",3014000,"Powiat międzychodzki",2019,NA
"17059",3015000,"Powiat nowotomyski",2019,NA
"17060",3016000,"Powiat obornicki",2019,NA
"17061",3017000,"Powiat ostrowski",2019,NA
"17062",3018000,"Powiat ostrzeszowski",2019,NA
"17063",3019000,"Powiat pilski",2019,NA
"17064",3020000,"Powiat pleszewski",2019,NA
"17065",3021000,"Powiat poznański",2019,NA
"17066",3022000,"Powiat rawicki",2019,NA
"17067",3023000,"Powiat słupecki",2019,NA
"17068",3024000,"Powiat szamotulski",2019,NA
"17069",3025000,"Powiat średzki",2019,NA
"17070",3026000,"Powiat śremski",2019,NA
"17071",3027000,"Powiat turecki",2019,NA
"17072",3028000,"Powiat wągrowiecki",2019,NA
"17073",3029000,"Powiat wolsztyński",2019,NA
"17074",3030000,"Powiat wrzesiński",2019,NA
"17075",3031000,"Powiat złotowski",2019,NA
"17076",3061000,"Powiat m.Kalisz",2019,NA
"17077",3062000,"Powiat m.Konin",2019,NA
"17078",3063000,"Powiat m.Leszno",2019,NA
"17079",3064000,"Powiat m.Poznań",2019,NA
"17080",3201000,"Powiat białogardzki",2019,NA
"17081",3202000,"Powiat choszczeński",2019,NA
"17082",3203000,"Powiat drawski",2019,NA
"17083",3204000,"Powiat goleniowski",2019,NA
"17084",3205000,"Powiat gryficki",2019,NA
"17085",3206000,"Powiat gryfiński",2019,NA
"17086",3207000,"Powiat kamieński",2019,NA
"17087",3208000,"Powiat kołobrzeski",2019,NA
"17088",3209000,"Powiat koszaliński",2019,NA
"17089",3210000,"Powiat myśliborski",2019,NA
"17090",3211000,"Powiat policki",2019,NA
"17091",3212000,"Powiat pyrzycki",2019,NA
"17092",3213000,"Powiat sławieński",2019,NA
"17093",3214000,"Powiat stargardzki",2019,NA
"17094",3215000,"Powiat szczecinecki",2019,NA
"17095",3216000,"Powiat świdwiński",2019,NA
"17096",3217000,"Powiat wałecki",2019,NA
"17097",3218000,"Powiat łobeski",2019,NA
"17098",3261000,"Powiat m.Koszalin",2019,NA
"17099",3262000,"Powiat m.Szczecin",2019,NA
"17100",3263000,"Powiat m.Świnoujście",2019,NA
